Date,Open,High,Low,Close,Adj Close,Volume
2013-03-04,538.52002,539.849976,537.359985,537.380005,537.380005,372100
2013-03-05,540.429993,544.109985,540.429993,543.960022,543.960022,455100
2013-03-06,547.570007,547.609985,542.700012,544.359985,544.359985,486300
2013-03-07,545.400024,545.419983,538.289978,541.299988,541.299988,509600
2013-03-08,542.789978,544.01001,539.590027,543.099976,543.099976,0
2013-03-15,556.630005,556.630005,553.419983,554.809998,554.809998,0
2013-03-22,546.219971,551.429993,546.099976,551.25,551.25,0
2013-04-05,556.919983,558.289978,543.570007,547.51001,547.51001,0
2013-04-08,547.179993,548.090027,528.780029,528.780029,528.780029,459600
2013-04-09,526.039978,535.299988,517.099976,528.150024,528.150024,494100
2013-04-10,530.919983,534.840027,527.75,534.840027,534.840027,395900
2013-04-11,540.070007,544.530029,535.77002,544.299988,544.299988,440500
2013-04-12,547.650024,551.02002,546.719971,547.190002,547.190002,0
2013-04-15,550.090027,554.309998,549.640015,553.98999,553.98999,417300
2013-04-16,548.450012,558.950012,548.330017,558.950012,558.950012,437500
2013-04-17,562.5,563.390015,556.650024,558.539978,558.539978,467400
2013-04-18,556.609985,558.929993,551.099976,551.099976,551.099976,416500
2013-04-19,549.780029,551.059998,540.159973,541.460022,541.460022,448200
2013-04-25,564.640015,565.830017,559.0,559.400024,559.400024,0
2013-04-26,562.690002,565.640015,562.059998,565.349976,565.349976,0
2013-04-30,570.23999,570.280029,562.309998,563.869995,563.869995,0
2013-05-03,563.869995,565.330017,559.48999,565.330017,565.330017,0
2013-05-10,574.51001,574.51001,569.440002,569.700012,569.700012,0
2013-05-16,568.609985,568.619995,565.869995,566.059998,566.059998,0
2013-05-24,572.26001,574.070007,569.419983,574.059998,574.059998,0
2013-05-31,583.140015,583.809998,571.609985,577.869995,577.869995,0
2013-06-05,560.380005,560.559998,549.090027,549.090027,549.090027,0
2013-06-07,550.340027,551.570007,531.030029,535.75,535.75,0
2013-06-14,545.97998,546.549988,534.309998,536.039978,536.039978,0
2013-06-21,513.580017,520.890015,507.299988,520.890015,520.890015,0
2013-06-28,516.630005,519.650024,514.630005,519.059998,519.059998,0
2013-07-05,528.039978,529.75,522.77002,525.400024,525.400024,0
2013-07-12,530.369995,532.47998,528.22998,532.469971,532.469971,0
2013-07-19,545.429993,546.080017,540.320007,541.869995,541.869995,0
2013-07-26,543.869995,545.330017,542.51001,545.309998,545.309998,0
2013-07-29,547.26001,547.690002,540.97998,540.97998,540.97998,0
2013-07-30,542.859985,546.429993,542.640015,546.429993,546.429993,366000
2013-07-31,548.719971,554.650024,547.780029,554.309998,554.309998,354800
2013-08-01,557.679993,557.789978,549.52002,549.52002,549.52002,328000
2013-08-02,553.23999,554.650024,549.669983,551.76001,551.76001,336300
2013-08-05,553.679993,556.919983,553.320007,556.599976,556.599976,342500
2013-08-06,558.380005,558.950012,554.97998,557.359985,557.359985,347100
2013-08-07,556.940002,559.140015,554.72998,554.72998,554.72998,352900
2013-08-08,556.929993,558.01001,555.059998,555.299988,555.299988,341200
2013-08-09,556.789978,557.099976,553.650024,554.929993,554.929993,349800
2013-08-12,555.150024,555.460022,549.130005,550.25,550.25,376500
2013-08-13,552.059998,552.52002,548.51001,550.849976,550.849976,459800
2013-08-14,553.599976,554.380005,550.869995,550.869995,550.869995,419700
2013-08-16,544.77002,549.789978,544.599976,548.789978,548.789978,397000
2013-08-19,550.75,551.219971,549.349976,550.48999,550.48999,396200
2013-08-20,550.0,551.460022,537.559998,537.570007,537.570007,516300
2013-08-21,540.210022,540.710022,523.929993,530.539978,530.539978,503900
2013-08-22,524.869995,525.059998,514.640015,517.640015,517.640015,461300
2013-08-23,523.549988,529.380005,523.549988,529.190002,529.190002,321600
2013-08-26,532.429993,533.909973,532.369995,533.72998,533.72998,332500
2013-08-27,533.5,533.940002,523.919983,524.390015,524.390015,384900
2013-08-28,514.590027,519.799988,511.649994,517.440002,517.440002,387600
2013-08-29,520.929993,523.190002,520.359985,520.369995,520.369995,301600
2013-08-30,522.109985,523.039978,515.830017,516.73999,516.73999,399600
2013-09-02,518.619995,525.190002,518.619995,525.179993,525.179993,0
2013-09-03,527.710022,529.200012,525.700012,525.890015,525.890015,343800
2013-09-04,526.950012,527.23999,525.22998,526.159973,526.159973,348300
2013-09-05,529.190002,529.669983,527.97998,528.059998,528.059998,351600
2013-09-06,529.75,530.140015,523.030029,523.77002,523.77002,457600
2013-09-09,526.669983,526.849976,520.219971,521.109985,521.109985,469200
2013-09-10,523.849976,524.22998,520.530029,523.150024,523.150024,317300
2013-09-11,526.380005,529.340027,526.280029,529.340027,529.340027,278300
2013-09-12,530.869995,532.23999,527.659973,529.580017,529.580017,290200
2013-09-13,530.690002,531.76001,530.340027,530.890015,530.890015,247200
2013-09-16,528.840027,529.400024,526.200012,526.200012,526.200012,245500
2013-09-17,527.539978,528.169983,525.76001,527.109985,527.109985,221800
2013-09-23,528.909973,529.97998,526.77002,527.070007,527.070007,258500
2013-09-24,527.309998,528.890015,523.840027,527.289978,527.289978,304100
2013-09-25,528.950012,529.559998,525.51001,527.27002,527.27002,284300
2013-09-26,528.590027,532.960022,528.590027,532.830017,532.830017,268900
2013-09-27,535.210022,537.700012,535.039978,537.5,537.5,293700
2013-09-30,538.0,538.0,534.48999,534.890015,534.890015,297000
2013-10-01,534.090027,536.01001,524.859985,530.349976,530.349976,352700
2013-10-02,534.26001,534.830017,531.789978,532.02002,532.02002,288900
2013-10-04,531.679993,532.940002,527.880005,532.01001,532.01001,287100
2013-10-07,533.789978,534.559998,528.429993,528.440002,528.440002,300700
2013-10-08,527.51001,528.830017,525.070007,528.830017,528.830017,315900
2013-10-10,528.5,531.450012,528.5,529.039978,529.039978,304400
2013-10-11,534.330017,534.710022,532.299988,532.599976,532.599976,318000
2013-10-14,534.580017,534.669983,531.5,531.659973,531.659973,352100
2013-10-15,534.280029,535.320007,532.5,533.119995,533.119995,363000
2013-10-16,534.900024,535.48999,524.549988,525.679993,525.679993,411600
