Date,Open,High,Low,Close,Adj Close,Volume
2000-01-04,14313.0,15781.0,14129.5,5052.366699,11888.344727,56131
2000-01-05,14514.900391,14845.200195,14129.5,4819.933594,11341.423828,66866
2000-01-06,14680.0,15047.0,12294.5,4526.333496,10650.575195,90654
2000-01-07,13762.5,14496.5,13652.400391,4667.033203,10981.646484,69183
2000-01-10,14019.400391,14459.799805,14001.099609,4709.833496,11082.357422,62561
2000-01-11,13946.0,14643.299805,13285.400391,4514.100098,10621.791016,85559
2000-01-12,13542.299805,13946.0,12881.700195,4391.766602,10333.938477,56730
2000-01-13,13175.299805,13542.299805,12331.200195,4110.400391,9671.875977,99537
2000-01-14,12661.5,14074.5,12661.5,4489.633789,10564.22168,131281
2000-01-17,13505.599609,13799.200195,13358.799805,4520.233398,10636.223633,72071
2000-01-18,13212.0,13560.700195,12661.5,4287.800293,10089.302734,52371
2000-01-19,12514.700195,12808.299805,12147.700195,4085.93335,9614.303711,71880
2000-01-20,11799.099609,12661.5,11799.099609,4073.699951,9585.519531,70545
2000-01-21,12441.299805,12790.0,11780.700195,4024.766602,9470.378906,94414
2000-01-24,11780.700195,12404.599609,11780.700195,4073.699951,9585.519531,59074
2000-01-25,11927.5,12111.0,11780.700195,3975.833496,9355.236328,56131
2000-01-26,11780.700195,12404.599609,11780.700195,4134.866699,9729.446289,57493
2000-01-27,12478.0,13524.0,12239.5,4404.0,10362.723633,108583
2000-01-28,13322.099609,13358.799805,12569.799805,4257.200195,10017.297852,61499
2000-01-31,12478.0,13028.5,12478.0,4183.800293,9844.586914,68665
2000-02-01,12661.5,13212.0,12569.799805,4263.333496,10031.731445,76567
2000-02-02,12881.700195,13212.0,12790.0,4379.533203,10305.151367,67629
2000-02-03,13248.700195,15010.299805,13157.0,4667.033203,10981.646484,193052
2000-02-04,14001.099609,14001.099609,14001.099609,4667.033203,10981.646484,0
2000-02-07,14129.5,14239.599609,13615.700195,4599.733398,10823.289063,105804
2000-02-08,13579.0,13652.400391,13065.200195,4355.066895,10247.581055,64441
2000-02-09,13065.200195,13358.799805,12771.599609,4275.566895,10060.516602,52589
2000-02-10,12624.799805,12826.700195,12111.0,4037.0,9499.162109,102698
2000-02-11,12147.700195,12331.200195,11854.099609,4073.699951,9585.519531,65014
2000-02-14,11799.099609,12111.0,11762.400391,3988.066895,9384.022461,52725
2000-02-15,11799.099609,12294.5,11799.099609,3981.966797,9369.667969,60027
2000-02-16,12111.0,12404.599609,11890.799805,4134.866699,9729.446289,65668
2000-02-17,12367.900391,13212.0,12111.0,4049.233398,9527.949219,46158
2000-02-18,12000.900391,12294.5,11560.5,3865.733398,9096.166992,80463
2000-02-21,11413.700195,11578.900391,10331.099609,3547.666748,8347.749023,60381
2000-02-22,10643.0,10789.799805,9964.070313,3523.199951,8290.177734,48202
2000-02-23,10349.400391,11927.5,10312.700195,3718.93335,8750.743164,96703
2000-02-24,11156.799805,11211.900391,10459.5,3498.733398,8232.605469,50163
2000-02-25,10349.400391,11010.0,10129.200195,3547.666748,8347.749023,48256
2000-02-28,11010.0,11744.0,11010.0,3706.699951,8721.957031,112480
2000-02-29,11560.5,11744.0,11010.0,3731.166748,8779.529297,67030
2000-03-01,11193.5,11193.5,11193.5,3731.166748,8779.529297,0
2000-03-02,11010.0,11193.5,10679.700195,3682.233398,8664.388672,84659
2000-03-03,11156.799805,11156.799805,10643.0,3578.266602,8419.75,69319
2000-03-06,11046.700195,11744.0,10698.099609,3767.866699,8865.885742,93542
2000-03-07,11377.0,12478.0,11193.5,3884.100098,9139.382813,97847
2000-03-08,11377.0,11615.599609,11303.599609,3792.333496,8923.456055,61989
2000-03-09,11707.299805,12037.599609,10643.0,3547.666748,8347.749023,172425
2000-03-10,11377.0,12056.0,11230.200195,3853.5,9067.382813,154469
2000-03-13,11817.400391,11927.5,11230.200195,3877.966797,9124.954102,151880
2000-03-14,11670.599609,12000.900391,11248.599609,3755.633545,8837.099609,102698
2000-03-15,11230.200195,11377.0,10863.200195,3670.0,8635.603516,89319
2000-03-16,11193.5,11450.400391,11010.0,3700.600098,8707.604492,59973
2000-03-17,11377.0,12753.299805,11120.099609,4251.100098,10002.944336,351471
2000-03-20,13010.200195,14643.299805,12881.700195,4404.0,10362.723633,507575
2000-03-21,13946.0,14092.799805,11266.900391,3914.666748,9211.308594,169537
2000-03-22,11817.400391,12386.299805,11560.5,3914.666748,9211.308594,129155
2000-03-23,11744.0,11744.0,11248.599609,3792.333496,8923.456055,143542
2000-03-24,11560.5,11670.599609,11413.700195,3859.633545,9081.813477,74687
2000-03-27,11597.200195,11597.200195,11193.5,3780.100098,8894.668945,74605
2000-03-28,11303.599609,11560.5,11230.200195,3780.100098,8894.668945,71798
